MeterId,StartDate,EndDate,Value (kWh),Notes
10443720008495100,12/3/18 13:00,12/3/18 14:00,2.835,
10443720008495100,12/3/18 14:00,12/3/18 15:00,2.877,
10443720008495100,12/3/18 15:00,12/3/18 16:00,3.005,
10443720008495100,12/3/18 16:00,12/3/18 17:00,3.064,
10443720008495100,12/3/18 17:00,12/3/18 18:00,3.418,
10443720008495100,12/3/18 18:00,12/3/18 19:00,3.399,
10443720008495100,12/3/18 19:00,12/3/18 20:00,3.399,
10443720008495100,12/3/18 20:00,12/3/18 21:00,3.709,
10443720008495100,12/3/18 21:00,12/3/18 22:00,3.228,
10443720008495100,12/3/18 22:00,12/3/18 23:00,4.27,
10443720008495100,12/3/18 23:00,12/4/18 0:00,4.058,
10443720008495100,12/4/18 0:00,12/4/18 1:00,3.142,
10443720008495100,12/4/18 1:00,12/4/18 2:00,3.413,
10443720008495100,12/4/18 2:00,12/4/18 3:00,3.392,
10443720008495100,12/4/18 3:00,12/4/18 4:00,3.399,
10443720008495100,12/4/18 4:00,12/4/18 5:00,3.378,
10443720008495100,12/4/18 5:00,12/4/18 6:00,3.395,
10443720008495100,12/4/18 6:00,12/4/18 7:00,3.64,
10443720008495100,12/4/18 7:00,12/4/18 8:00,3.487,
10443720008495100,12/4/18 8:00,12/4/18 9:00,3.706,
10443720008495100,12/4/18 9:00,12/4/18 10:00,3.717,
10443720008495100,12/4/18 10:00,12/4/18 11:00,4.031,
10443720008495100,12/4/18 11:00,12/4/18 12:00,5.53,
10443720008495100,12/4/18 12:00,12/4/18 13:00,3.435,
10443720008495100,12/4/18 13:00,12/4/18 14:00,3.319,
10443720008495100,12/4/18 14:00,12/4/18 15:00,5.035,
10443720008495100,12/4/18 15:00,12/4/18 16:00,4.121,
10443720008495100,12/4/18 16:00,12/4/18 17:00,3.322,
10443720008495100,12/4/18 17:00,12/4/18 18:00,3.732,
10443720008495100,12/4/18 18:00,12/4/18 19:00,4.506,
10443720008495100,12/4/18 19:00,12/4/18 20:00,3.498,
10443720008495100,12/4/18 20:00,12/4/18 21:00,3.461,
10443720008495100,12/4/18 21:00,12/4/18 22:00,3.904,
10443720008495100,12/4/18 22:00,12/4/18 23:00,3.882,
10443720008495100,12/4/18 23:00,12/5/18 0:00,3.376,
10443720008495100,12/5/18 0:00,12/5/18 1:00,3.102,
10443720008495100,12/5/18 1:00,12/5/18 2:00,3.338,
10443720008495100,12/5/18 2:00,12/5/18 3:00,3.328,
10443720008495100,12/5/18 3:00,12/5/18 4:00,3.065,
10443720008495100,12/5/18 4:00,12/5/18 5:00,3.583,
10443720008495100,12/5/18 5:00,12/5/18 6:00,3.083,
10443720008495100,12/5/18 6:00,12/5/18 7:00,3.638,
10443720008495100,12/5/18 7:00,12/5/18 8:00,3.789,
10443720008495100,12/5/18 8:00,12/5/18 9:00,3.254,
10443720008495100,12/5/18 9:00,12/5/18 10:00,3.408,
10443720008495100,12/5/18 10:00,12/5/18 11:00,3.528,
10443720008495100,12/5/18 11:00,12/5/18 12:00,3.252,
10443720008495100,12/5/18 12:00,12/5/18 13:00,3.24,
10443720008495100,12/5/18 13:00,12/5/18 14:00,3.234,
10443720008495100,12/5/18 14:00,12/5/18 15:00,3.118,
10443720008495100,12/5/18 15:00,12/5/18 16:00,3.318,
10443720008495100,12/5/18 16:00,12/5/18 17:00,3.501,
10443720008495100,12/5/18 17:00,12/5/18 18:00,4.039,
10443720008495100,12/5/18 18:00,12/5/18 19:00,4.838,
10443720008495100,12/5/18 19:00,12/5/18 20:00,3.554,
10443720008495100,12/5/18 20:00,12/5/18 21:00,3.786,
10443720008495100,12/5/18 21:00,12/5/18 22:00,3.845,
10443720008495100,12/5/18 22:00,12/5/18 23:00,3.829,
10443720008495100,12/5/18 23:00,12/6/18 0:00,3.336,
10443720008495100,12/6/18 0:00,12/6/18 1:00,1.442,
10443720008495100,12/6/18 1:00,12/6/18 2:00,1.157,
10443720008495100,12/6/18 2:00,12/6/18 3:00,1.422,
10443720008495100,12/6/18 3:00,12/6/18 4:00,1.229,
10443720008495100,12/6/18 4:00,12/6/18 5:00,1.374,
10443720008495100,12/6/18 5:00,12/6/18 6:00,1.135,
10443720008495100,12/6/18 6:00,12/6/18 7:00,1.225,
10443720008495100,12/6/18 7:00,12/6/18 8:00,3.36,
10443720008495100,12/6/18 8:00,12/6/18 9:00,3.153,
10443720008495100,12/6/18 9:00,12/6/18 10:00,3.51,
10443720008495100,12/6/18 10:00,12/6/18 11:00,3.132,
10443720008495100,12/6/18 11:00,12/6/18 12:00,3.112,
10443720008495100,12/6/18 12:00,12/6/18 13:00,3.223,
10443720008495100,12/6/18 13:00,12/6/18 14:00,3.321,
10443720008495100,12/6/18 14:00,12/6/18 15:00,3,
10443720008495100,12/6/18 15:00,12/6/18 16:00,3.178,
10443720008495100,12/6/18 16:00,12/6/18 17:00,3.475,
10443720008495100,12/6/18 17:00,12/6/18 18:00,3.478,
10443720008495100,12/6/18 18:00,12/6/18 19:00,3.497,
10443720008495100,12/6/18 19:00,12/6/18 20:00,3.71,
10443720008495100,12/6/18 20:00,12/6/18 21:00,3.644,
10443720008495100,12/6/18 21:00,12/6/18 22:00,4.031,
10443720008495100,12/6/18 22:00,12/6/18 23:00,3.3,
10443720008495100,12/6/18 23:00,12/7/18 0:00,3.181,
10443720008495100,12/7/18 0:00,12/7/18 1:00,1.119,
10443720008495100,12/7/18 1:00,12/7/18 2:00,1.48,
10443720008495100,12/7/18 2:00,12/7/18 3:00,1.122,
10443720008495100,12/7/18 3:00,12/7/18 4:00,1.174,
10443720008495100,12/7/18 4:00,12/7/18 5:00,1.115,
10443720008495100,12/7/18 5:00,12/7/18 6:00,1.37,
10443720008495100,12/7/18 6:00,12/7/18 7:00,1.349,
10443720008495100,12/7/18 7:00,12/7/18 8:00,3.677,
10443720008495100,12/7/18 8:00,12/7/18 9:00,3.363,
10443720008495100,12/7/18 9:00,12/7/18 10:00,3.381,
10443720008495100,12/7/18 10:00,12/7/18 11:00,4.221,
10443720008495100,12/7/18 11:00,12/7/18 12:00,6.081,
10443720008495100,12/7/18 12:00,12/7/18 13:00,3.847,
10443720008495100,12/7/18 13:00,12/7/18 14:00,6.205,
10443720008495100,12/7/18 14:00,12/7/18 15:00,4.022,
10443720008495100,12/7/18 15:00,12/7/18 16:00,3.445,
10443720008495100,12/7/18 16:00,12/7/18 17:00,4.826,
10443720008495100,12/7/18 17:00,12/7/18 18:00,3.524,
10443720008495100,12/7/18 18:00,12/7/18 19:00,3.765,
10443720008495100,12/7/18 19:00,12/7/18 20:00,3.748,
10443720008495100,12/7/18 20:00,12/7/18 21:00,3.546,
10443720008495100,12/7/18 21:00,12/7/18 22:00,3.518,
10443720008495100,12/7/18 22:00,12/7/18 23:00,3.143,
10443720008495100,12/7/18 23:00,12/8/18 0:00,3.462,
10443720008495100,12/8/18 0:00,12/8/18 1:00,1.341,
10443720008495100,12/8/18 1:00,12/8/18 2:00,1.2,
10443720008495100,12/8/18 2:00,12/8/18 3:00,1.321,
10443720008495100,12/8/18 3:00,12/8/18 4:00,1.3,
10443720008495100,12/8/18 4:00,12/8/18 5:00,1.323,
10443720008495100,12/8/18 5:00,12/8/18 6:00,1.279,
10443720008495100,12/8/18 6:00,12/8/18 7:00,1.319,
10443720008495100,12/8/18 7:00,12/8/18 8:00,3.439,
10443720008495100,12/8/18 8:00,12/8/18 9:00,3.072,
10443720008495100,12/8/18 9:00,12/8/18 10:00,3.672,
10443720008495100,12/8/18 10:00,12/8/18 11:00,3.298,
10443720008495100,12/8/18 11:00,12/8/18 12:00,3.216,
10443720008495100,12/8/18 12:00,12/8/18 13:00,3.455,
10443720008495100,12/8/18 13:00,12/8/18 14:00,3.128,
10443720008495100,12/8/18 14:00,12/8/18 15:00,2.841,
10443720008495100,12/8/18 15:00,12/8/18 16:00,3.145,
10443720008495100,12/8/18 16:00,12/8/18 17:00,3.5,
10443720008495100,12/8/18 17:00,12/8/18 18:00,3.49,
10443720008495100,12/8/18 18:00,12/8/18 19:00,3.228,
10443720008495100,12/8/18 19:00,12/8/18 20:00,3.409,
10443720008495100,12/8/18 20:00,12/8/18 21:00,3.415,
10443720008495100,12/8/18 21:00,12/8/18 22:00,3.487,
10443720008495100,12/8/18 22:00,12/8/18 23:00,3.177,
10443720008495100,12/8/18 23:00,12/9/18 0:00,3.228,
10443720008495100,12/9/18 0:00,12/9/18 1:00,3.262,
10443720008495100,12/9/18 1:00,12/9/18 2:00,3.141,
10443720008495100,12/9/18 2:00,12/9/18 3:00,3.148,
10443720008495100,12/9/18 3:00,12/9/18 4:00,3.126,
10443720008495100,12/9/18 4:00,12/9/18 5:00,3.128,
10443720008495100,12/9/18 5:00,12/9/18 6:00,3.13,
10443720008495100,12/9/18 6:00,12/9/18 7:00,3.239,
10443720008495100,12/9/18 7:00,12/9/18 8:00,3.454,
10443720008495100,12/9/18 8:00,12/9/18 9:00,3.757,
10443720008495100,12/9/18 9:00,12/9/18 10:00,3.982,
10443720008495100,12/9/18 10:00,12/9/18 11:00,3.425,
10443720008495100,12/9/18 11:00,12/9/18 12:00,3.46,
10443720008495100,12/9/18 12:00,12/9/18 13:00,3.135,
10443720008495100,12/9/18 13:00,12/9/18 14:00,4.623,
10443720008495100,12/9/18 14:00,12/9/18 15:00,5.658,
10443720008495100,12/9/18 15:00,12/9/18 16:00,4.188,
10443720008495100,12/9/18 16:00,12/9/18 17:00,3.255,
10443720008495100,12/9/18 17:00,12/9/18 18:00,3.474,
10443720008495100,12/9/18 18:00,12/9/18 19:00,3.615,
10443720008495100,12/9/18 19:00,12/9/18 20:00,4.107,
10443720008495100,12/9/18 20:00,12/9/18 21:00,3.852,
10443720008495100,12/9/18 21:00,12/9/18 22:00,3.542,
10443720008495100,12/9/18 22:00,12/9/18 23:00,4.105,
10443720008495100,12/9/18 23:00,12/10/18 0:00,2.877,
10443720008495100,12/10/18 0:00,12/10/18 1:00,3.143,
10443720008495100,12/10/18 1:00,12/10/18 2:00,3.299,
10443720008495100,12/10/18 2:00,12/10/18 3:00,3.763,
10443720008495100,12/10/18 3:00,12/10/18 4:00,3.179,
10443720008495100,12/10/18 4:00,12/10/18 5:00,2.876,
10443720008495100,12/10/18 5:00,12/10/18 6:00,3.118,
10443720008495100,12/10/18 6:00,12/10/18 7:00,3.241,
10443720008495100,12/10/18 7:00,12/10/18 8:00,3.817,
10443720008495100,12/10/18 8:00,12/10/18 9:00,2.914,
10443720008495100,12/10/18 9:00,12/10/18 10:00,3.291,
10443720008495100,12/10/18 10:00,12/10/18 11:00,3.311,
10443720008495100,12/10/18 11:00,12/10/18 12:00,3.894,
10443720008495100,12/10/18 12:00,12/10/18 13:00,2.799,
10443720008495100,12/10/18 13:00,12/10/18 14:00,2.866,
10443720008495100,12/10/18 14:00,12/10/18 15:00,2.781,
10443720008495100,12/10/18 15:00,12/10/18 16:00,6.221,
10443720008495100,12/10/18 16:00,12/10/18 17:00,3.379,
10443720008495100,12/10/18 17:00,12/10/18 18:00,3.149,
10443720008495100,12/10/18 18:00,12/10/18 19:00,3.722,
10443720008495100,12/10/18 19:00,12/10/18 20:00,3.164,
10443720008495100,12/10/18 20:00,12/10/18 21:00,3.683,
10443720008495100,12/10/18 21:00,12/10/18 22:00,3.57,
10443720008495100,12/10/18 22:00,12/10/18 23:00,3.072,
10443720008495100,12/10/18 23:00,12/11/18 0:00,3.328,
